Fold,Test_MSE,Test_Pearson
1,0.07131981045145275,0.3270899199129722
2,0.04077914689829511,-0.3627646803514893
3,0.025692085685136385,0.27016973419341966
4,0.029102501583983965,0.08073702086417672
5,0.0364857214284011,-0.39060377960406617
6,0.031506166722972226,0.34462060181906656
7,0.03322229783012371,0.22208105198156597
8,0.027678668547739937,0.4060409757425955
9,0.026860799244899435,0.4147617339803394
10,0.05397472566831844,0.42865337213786125
11,0.03641520053650079,-0.2851131749183268
12,0.012889081166085519,-0.2912720614790502
13,0.022262102346588878,0.42891232480118324
14,0.03907015512268892,0.16776474612694262
15,0.05183113052302662,0.1605803169167641
16,0.03179194308176697,-0.32284973344676593
17,0.028664648232999818,-0.16943553166006786
18,0.057078671762389586,0.4094176107218379
Mean ± Std,0.0365 ± 0.0138,0.1022 ± 0.3052
